동별,구분별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
면목본동,한국국적을 취득한 자,외국인주민 총괄(동별),,150,162,180,200,200,203,210
면목본동,외국인주민 자녀(출생),외국인주민 총괄(동별),,145,140,150,153,169,164,155
면목3.8동,합계,외국인주민 총괄(동별),,601,615,647,766,799,816,787
면목3.8동,외국인근로자,외국인주민 총괄(동별),,129,96,60,72,59,53,43
면목3.8동,결혼이민자,외국인주민 총괄(동별),,81,94,85,86,88,84,71
면목3.8동,유학생,외국인주민 총괄(동별),,19,38,63,88,93,118,112
면목3.8동,외국국적동포,외국인주민 총괄(동별),,66,67,75,86,100,107,103
면목3.8동,기타외국인,외국인주민 총괄(동별),,150,156,197,248,257,262,253
면목3.8동,한국국적을 취득한 자,외국인주민 총괄(동별),,76,80,81,94,99,100,110
면목3.8동,외국인주민 자녀(출생),외국인주민 총괄(동별),,80,84,86,92,103,92,95
망우본동,합계,외국인주민 총괄(동별),,598,593,617,635,685,719,685
망우본동,외국인근로자,외국인주민 총괄(동별),,86,80,63,69,65,57,45
망우본동,결혼이민자,외국인주민 총괄(동별),,101,95,96,100,93,93,89
망우본동,유학생,외국인주민 총괄(동별),,36,32,33,37,32,41,45
망우본동,외국국적동포,외국인주민 총괄(동별),,67,61,76,73,83,93,100
망우본동,기타외국인,외국인주민 총괄(동별),,144,166,169,176,225,241,195
망우본동,한국국적을 취득한 자,외국인주민 총괄(동별),,74,77,80,79,84,88,97
망우본동,외국인주민 자녀(출생),외국인주민 총괄(동별),,90,82,100,101,103,106,114
성북구,합계,외국인주민 총괄(동별),,"13,316","14,247","15,338","16,773","17,976","16,004","15,657"
성북구,외국인근로자,외국인주민 총괄(동별),,"1,301","1,098",895,912,916,785,714
성북구,결혼이민자,외국인주민 총괄(동별),,"1,040","1,135","1,088","1,080","1,067","1,094","1,072"
성북구,유학생,외국인주민 총괄(동별),,"4,189","5,223","6,051","6,467","6,727","5,229","5,676"
성북구,외국국적동포,외국인주민 총괄(동별),,"1,399","1,247","1,346","1,335","1,298","1,452","1,358"
성북구,기타외국인,외국인주민 총괄(동별),,"3,205","3,474","3,811","4,729","5,544","4,978","4,261"
성북구,한국국적을 취득한 자,외국인주민 총괄(동별),,919,934,971,"1,004","1,021","1,077","1,109"
성북구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,263","1,136","1,176","1,246","1,403","1,389","1,467"
돈암1동,합계,외국인주민 총괄(동별),,241,208,205,195,220,198,203
돈암1동,외국인근로자,외국인주민 총괄(동별),,16,13,12,7,6,11,7
돈암1동,결혼이민자,외국인주민 총괄(동별),,35,32,30,31,28,29,29
돈암1동,유학생,외국인주민 총괄(동별),,65,50,46,33,32,25,35
돈암1동,외국국적동포,외국인주민 총괄(동별),,34,29,38,22,32,37,40
돈암1동,기타외국인,외국인주민 총괄(동별),,48,41,35,50,71,44,45
돈암1동,한국국적을 취득한 자,외국인주민 총괄(동별),,16,22,22,26,19,24,21
돈암1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,27,21,22,26,32,28,26
돈암2동,합계,외국인주민 총괄(동별),,260,228,248,263,264,263,257
돈암2동,외국인근로자,외국인주민 총괄(동별),,10,7,7,12,10,7,6
돈암2동,결혼이민자,외국인주민 총괄(동별),,31,45,47,52,46,49,53
돈암2동,유학생,외국인주민 총괄(동별),,***,***,5,***,8,9,5
돈암2동,외국국적동포,외국인주민 총괄(동별),,75,53,61,59,55,72,73
돈암2동,기타외국인,외국인주민 총괄(동별),,52,56,52,66,69,50,42
돈암2동,한국국적을 취득한 자,외국인주민 총괄(동별),,24,20,20,18,18,19,20
돈암2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,64,46,56,53,58,57,58
안암동,합계,외국인주민 총괄(동별),,"1,952","2,371","2,487","2,584","2,677","2,117","2,346"
안암동,외국인근로자,외국인주민 총괄(동별),,143,141,136,130,132,117,117
안암동,결혼이민자,외국인주민 총괄(동별),,54,48,47,48,44,43,43
안암동,유학생,외국인주민 총괄(동별),,"1,133","1,553","1,593","1,535","1,542","1,112","1,426"
안암동,외국국적동포,외국인주민 총괄(동별),,118,112,127,142,117,129,116
안암동,기타외국인,외국인주민 총괄(동별),,411,439,511,657,761,633,555
안암동,한국국적을 취득한 자,외국인주민 총괄(동별),,39,39,35,40,40,40,41
안암동,외국인주민 자녀(출생),외국인주민 총괄(동별),,54,39,38,32,41,43,48
보문동,합계,외국인주민 총괄(동별),,513,544,549,595,643,656,639
보문동,외국인근로자,외국인주민 총괄(동별),,103,96,56,70,67,52,36
보문동,결혼이민자,외국인주민 총괄(동별),,48,61,67,61,55,55,52
보문동,유학생,외국인주민 총괄(동별),,42,42,59,67,100,105,129
보문동,외국국적동포,외국인주민 총괄(동별),,92,87,99,95,91,118,106
보문동,기타외국인,외국인주민 총괄(동별),,124,144,157,176,203,192,183
보문동,한국국적을 취득한 자,외국인주민 총괄(동별),,55,58,58,61,58,67,67
보문동,외국인주민 자녀(출생),외국인주민 총괄(동별),,49,56,53,65,69,67,66
정릉1동,합계,외국인주민 총괄(동별),,260,277,309,284,296,291,292
정릉1동,외국인근로자,외국인주민 총괄(동별),,33,22,18,15,12,13,10
정릉1동,결혼이민자,외국인주민 총괄(동별),,32,39,36,29,30,32,33
정릉1동,유학생,외국인주민 총괄(동별),,41,61,109,89,79,74,88
정릉1동,외국국적동포,외국인주민 총괄(동별),,43,34,33,31,24,25,32
정릉1동,기타외국인,외국인주민 총괄(동별),,52,56,55,67,86,80,58
정릉1동,한국국적을 취득한 자,외국인주민 총괄(동별),,17,22,19,21,25,26,28
정릉1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,42,43,39,32,40,41,43
정릉2동,합계,외국인주민 총괄(동별),,257,271,299,375,470,420,430
정릉2동,외국인근로자,외국인주민 총괄(동별),,26,20,20,15,16,11,13
정릉2동,결혼이민자,외국인주민 총괄(동별),,44,51,45,43,52,58,56
정릉2동,유학생,외국인주민 총괄(동별),,18,27,64,99,139,82,81
정릉2동,외국국적동포,외국인주민 총괄(동별),,36,27,25,26,29,33,39
정릉2동,기타외국인,외국인주민 총괄(동별),,66,70,78,108,134,134,130
정릉2동,한국국적을 취득한 자,외국인주민 총괄(동별),,22,27,24,31,39,41,42
정릉2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,49,43,53,61,61,69
정릉3동,합계,외국인주민 총괄(동별),,"1,259","1,561","1,812","2,159","2,414","1,888","1,711"
정릉3동,외국인근로자,외국인주민 총괄(동별),,36,37,34,42,36,39,42
정릉3동,결혼이민자,외국인주민 총괄(동별),,35,44,40,40,36,36,23
정릉3동,유학생,외국인주민 총괄(동별),,791,"1,046","1,225","1,387","1,517","1,020",978
정릉3동,외국국적동포,외국인주민 총괄(동별),,61,44,49,46,51,55,54
정릉3동,기타외국인,외국인주민 총괄(동별),,258,327,379,552,674,635,509
정릉3동,한국국적을 취득한 자,외국인주민 총괄(동별),,30,30,35,38,40,43,48
정릉3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,48,33,50,54,60,60,57
정릉4동,합계,외국인주민 총괄(동별),,481,452,508,598,691,662,727
정릉4동,외국인근로자,외국인주민 총괄(동별),,25,23,26,24,25,22,21
정릉4동,결혼이민자,외국인주민 총괄(동별),,61,65,69,70,68,61,68
정릉4동,유학생,외국인주민 총괄(동별),,104,92,93,173,225,234,309
정릉4동,외국국적동포,외국인주민 총괄(동별),,41,36,52,46,45,38,47
정릉4동,기타외국인,외국인주민 총괄(동별),,125,127,137,158,199,171,136
정릉4동,한국국적을 취득한 자,외국인주민 총괄(동별),,39,41,50,52,50,58,60
정릉4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,86,68,81,75,79,78,86
길음1동,합계,외국인주민 총괄(동별),,373,363,355,384,437,411,384
길음1동,외국인근로자,외국인주민 총괄(동별),,16,16,8,12,12,9,7
길음1동,결혼이민자,외국인주민 총괄(동별),,56,63,60,62,51,53,66
길음1동,유학생,외국인주민 총괄(동별),,14,9,23,6,10,8,6
길음1동,외국국적동포,외국인주민 총괄(동별),,71,62,47,50,55,57,53
길음1동,기타외국인,외국인주민 총괄(동별),,85,79,94,129,169,150,122
길음1동,한국국적을 취득한 자,외국인주민 총괄(동별),,54,59,55,53,50,48,41
길음1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,77,75,68,72,90,86,89
길음2동,합계,외국인주민 총괄(동별),,340,268,228,256,311,266,290
길음2동,외국인근로자,외국인주민 총괄(동별),,51,24,11,11,12,9,12
길음2동,결혼이민자,외국인주민 총괄(동별),,44,32,28,26,32,35,31
길음2동,유학생,외국인주민 총괄(동별),,56,70,66,73,65,31,41
길음2동,외국국적동포,외국인주민 총괄(동별),,56,35,31,37,50,59,51
길음2동,기타외국인,외국인주민 총괄(동별),,57,52,48,53,76,50,58
길음2동,한국국적을 취득한 자,외국인주민 총괄(동별),,33,23,16,22,30,35,41
길음2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,43,32,28,34,46,47,56
월곡1동,합계,외국인주민 총괄(동별),,396,419,462,472,497,496,476
월곡1동,외국인근로자,외국인주민 총괄(동별),,69,56,41,46,42,41,33
월곡1동,결혼이민자,외국인주민 총괄(동별),,56,65,68,71,71,70,68
월곡1동,유학생,외국인주민 총괄(동별),,17,13,20,24,20,23,24
월곡1동,외국국적동포,외국인주민 총괄(동별),,50,65,82,63,71,83,69
월곡1동,기타외국인,외국인주민 총괄(동별),,78,90,104,113,112,97,92
월곡1동,한국국적을 취득한 자,외국인주민 총괄(동별),,49,56,64,68,76,79,84
월곡1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,77,74,83,87,105,103,106
월곡2동,합계,외국인주민 총괄(동별),,718,751,795,884,933,858,803
월곡2동,외국인근로자,외국인주민 총괄(동별),,122,105,85,79,94,87,78
월곡2동,결혼이민자,외국인주민 총괄(동별),,51,69,70,65,72,63,57
월곡2동,유학생,외국인주민 총괄(동별),,168,193,212,246,226,184,176
월곡2동,외국국적동포,외국인주민 총괄(동별),,64,60,61,64,66,80,75
월곡2동,기타외국인,외국인주민 총괄(동별),,188,213,245,303,325,305,272
월곡2동,한국국적을 취득한 자,외국인주민 총괄(동별),,56,52,54,58,64,61,64
월곡2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,69,59,68,69,86,78,81
장위1동,합계,외국인주민 총괄(동별),,381,373,360,366,406,425,463
장위1동,외국인근로자,외국인주민 총괄(동별),,26,26,15,15,33,23,24
장위1동,결혼이민자,외국인주민 총괄(동별),,73,69,57,66,65,60,67
장위1동,유학생,외국인주민 총괄(동별),,42,41,24,19,20,34,36
장위1동,외국국적동포,외국인주민 총괄(동별),,33,33,36,42,36,45,43
장위1동,기타외국인,외국인주민 총괄(동별),,88,96,113,102,113,105,105
장위1동,한국국적을 취득한 자,외국인주민 총괄(동별),,44,38,46,52,58,63,71
장위1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,75,70,69,70,81,95,117
장위2동,합계,외국인주민 총괄(동별),,456,543,541,494,459,462,450
장위2동,외국인근로자,외국인주민 총괄(동별),,58,54,45,44,39,26,23
장위2동,결혼이민자,외국인주민 총괄(동별),,60,59,59,56,43,53,46
장위2동,유학생,외국인주민 총괄(동별),,59,95,88,64,55,50,44
장위2동,외국국적동포,외국인주민 총괄(동별),,35,40,45,32,24,34,34
장위2동,기타외국인,외국인주민 총괄(동별),,127,154,171,182,188,171,165
장위2동,한국국적을 취득한 자,외국인주민 총괄(동별),,54,66,66,57,54,62,70
장위2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,63,75,67,59,56,66,68
장위3동,합계,외국인주민 총괄(동별),,412,405,374,344,399,363,266
장위3동,외국인근로자,외국인주민 총괄(동별),,58,48,31,32,23,20,14
장위3동,결혼이민자,외국인주민 총괄(동별),,49,50,28,24,30,41,33
장위3동,유학생,외국인주민 총괄(동별),,73,68,87,67,88,60,51
장위3동,외국국적동포,외국인주민 총괄(동별),,50,45,40,34,40,39,22
장위3동,기타외국인,외국인주민 총괄(동별),,101,112,109,116,136,116,88
장위3동,한국국적을 취득한 자,외국인주민 총괄(동별),,37,32,33,30,31,33,17
장위3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,44,50,46,41,51,54,41
성북동,합계,외국인주민 총괄(동별),,693,624,625,738,779,712,648
성북동,외국인근로자,외국인주민 총괄(동별),,52,47,40,37,34,31,29
성북동,결혼이민자,외국인주민 총괄(동별),,32,46,48,48,52,61,63
성북동,유학생,외국인주민 총괄(동별),,71,35,49,68,63,52,47
성북동,외국국적동포,외국인주민 총괄(동별),,117,92,90,90,77,95,99
성북동,기타외국인,외국인주민 총괄(동별),,333,325,303,378,429,354,279
성북동,한국국적을 취득한 자,외국인주민 총괄(동별),,34,36,50,50,51,45,53
성북동,외국인주민 자녀(출생),외국인주민 총괄(동별),,54,43,45,67,73,74,78
삼선동,합계,외국인주민 총괄(동별),,666,651,717,830,928,852,813
삼선동,외국인근로자,외국인주민 총괄(동별),,102,81,66,61,55,47,30
삼선동,결혼이민자,외국인주민 총괄(동별),,46,45,50,48,48,51,50
삼선동,유학생,외국인주민 총괄(동별),,152,169,223,292,352,327,342
삼선동,외국국적동포,외국인주민 총괄(동별),,88,84,93,98,82,86,76
삼선동,기타외국인,외국인주민 총괄(동별),,154,160,162,207,270,230,192
삼선동,한국국적을 취득한 자,외국인주민 총괄(동별),,57,63,61,60,52,51,57
삼선동,외국인주민 자녀(출생),외국인주민 총괄(동별),,67,49,62,64,69,60,66
동선동,합계,외국인주민 총괄(동별),,848,808,892,"1,016","1,046",845,885
동선동,외국인근로자,외국인주민 총괄(동별),,63,54,46,55,50,50,54
동선동,결혼이민자,외국인주민 총괄(동별),,37,35,41,37,32,35,34
동선동,유학생,외국인주민 총괄(동별),,419,412,484,533,551,372,462
동선동,외국국적동포,외국인주민 총괄(동별),,61,56,60,66,66,73,70
동선동,기타외국인,외국인주민 총괄(동별),,194,197,209,268,295,264,216
동선동,한국국적을 취득한 자,외국인주민 총괄(동별),,36,26,27,26,21,21,20
동선동,외국인주민 자녀(출생),외국인주민 총괄(동별),,38,28,25,31,31,30,29
종암동,합계,외국인주민 총괄(동별),,"1,681","1,891","2,154","2,466","2,503","2,245","2,155"
종암동,외국인근로자,외국인주민 총괄(동별),,110,93,88,82,98,87,94
종암동,결혼이민자,외국인주민 총괄(동별),,91,99,91,86,83,86,91
종암동,유학생,외국인주민 총괄(동별),,781,965,"1,151","1,332","1,244","1,021","1,030"
종암동,외국국적동포,외국인주민 총괄(동별),,126,109,114,125,115,118,107
종암동,기타외국인,외국인주민 총괄(동별),,352,406,488,608,716,684,578
종암동,한국국적을 취득한 자,외국인주민 총괄(동별),,107,99,106,107,116,125,120
종암동,외국인주민 자녀(출생),외국인주민 총괄(동별),,114,120,116,126,131,124,135
석관동,합계,외국인주민 총괄(동별),,"1,129","1,239","1,418","1,470","1,603","1,574","1,419"
석관동,외국인근로자,외국인주민 총괄(동별),,182,135,110,123,120,83,64
