동별,구분별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
중곡2동,결혼이민자,외국인주민 총괄(동별),,59,82,76,78,87,76,72
중곡2동,유학생,외국인주민 총괄(동별),,20,11,17,30,26,44,39
중곡2동,외국국적동포,외국인주민 총괄(동별),,114,110,129,144,147,160,151
중곡2동,기타외국인,외국인주민 총괄(동별),,110,117,118,159,190,201,173
중곡2동,한국국적을 취득한 자,외국인주민 총괄(동별),,89,92,91,99,105,103,106
중곡2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,78,80,84,84,90,90,99
중곡3동,합계,외국인주민 총괄(동별),,460,488,526,536,550,553,519
중곡3동,외국인근로자,외국인주민 총괄(동별),,100,88,65,71,59,43,50
중곡3동,결혼이민자,외국인주민 총괄(동별),,49,62,66,59,52,53,41
중곡3동,유학생,외국인주민 총괄(동별),,***,12,15,13,17,22,24
중곡3동,외국국적동포,외국인주민 총괄(동별),,89,93,118,115,128,146,128
중곡3동,기타외국인,외국인주민 총괄(동별),,89,89,114,123,132,131,124
중곡3동,한국국적을 취득한 자,외국인주민 총괄(동별),,55,72,68,70,73,75,78
중곡3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,74,72,80,85,89,83,74
중곡4동,합계,외국인주민 총괄(동별),,486,525,578,645,683,754,717
중곡4동,외국인근로자,외국인주민 총괄(동별),,74,64,54,67,70,78,65
중곡4동,결혼이민자,외국인주민 총괄(동별),,72,87,85,95,97,91,84
중곡4동,유학생,외국인주민 총괄(동별),,8,27,18,29,27,36,37
중곡4동,외국국적동포,외국인주민 총괄(동별),,58,46,37,49,58,66,84
중곡4동,기타외국인,외국인주민 총괄(동별),,111,134,210,227,249,303,260
중곡4동,한국국적을 취득한 자,외국인주민 총괄(동별),,67,69,74,71,70,70,76
중곡4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,96,98,100,107,112,110,111
능동,합계,외국인주민 총괄(동별),,478,441,449,484,451,440,471
능동,외국인근로자,외국인주민 총괄(동별),,110,79,68,78,67,64,54
능동,결혼이민자,외국인주민 총괄(동별),,30,46,43,41,42,43,41
능동,유학생,외국인주민 총괄(동별),,60,62,69,84,39,67,85
능동,외국국적동포,외국인주민 총괄(동별),,90,68,81,71,72,82,91
능동,기타외국인,외국인주민 총괄(동별),,128,130,145,163,184,136,148
능동,한국국적을 취득한 자,외국인주민 총괄(동별),,32,30,23,24,21,23,23
능동,외국인주민 자녀(출생),외국인주민 총괄(동별),,28,26,20,23,26,25,29
구의1동,합계,외국인주민 총괄(동별),,"1,100","1,115","1,089","1,210","1,266","1,246","1,167"
구의1동,외국인근로자,외국인주민 총괄(동별),,306,272,252,295,264,213,165
구의1동,결혼이민자,외국인주민 총괄(동별),,67,71,69,74,78,70,65
구의1동,유학생,외국인주민 총괄(동별),,24,23,33,29,43,52,53
구의1동,외국국적동포,외국인주민 총괄(동별),,263,302,310,339,358,402,379
구의1동,기타외국인,외국인주민 총괄(동별),,258,254,258,292,331,325,317
구의1동,한국국적을 취득한 자,외국인주민 총괄(동별),,117,122,109,116,124,118,116
구의1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,65,71,58,65,68,66,72
구의2동,합계,외국인주민 총괄(동별),,624,588,648,695,799,852,848
구의2동,외국인근로자,외국인주민 총괄(동별),,80,68,58,64,65,70,54
구의2동,결혼이민자,외국인주민 총괄(동별),,69,82,80,72,78,92,100
구의2동,유학생,외국인주민 총괄(동별),,27,20,46,46,47,47,49
구의2동,외국국적동포,외국인주민 총괄(동별),,84,86,91,83,88,93,100
구의2동,기타외국인,외국인주민 총괄(동별),,225,177,226,269,363,390,365
구의2동,한국국적을 취득한 자,외국인주민 총괄(동별),,66,59,71,78,68,73,82
구의2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,73,96,76,83,90,87,98
구의3동,합계,외국인주민 총괄(동별),,642,593,616,647,671,638,621
구의3동,외국인근로자,외국인주민 총괄(동별),,193,157,127,132,135,113,74
구의3동,결혼이민자,외국인주민 총괄(동별),,45,60,64,53,47,53,62
구의3동,유학생,외국인주민 총괄(동별),,26,10,7,15,12,13,15
구의3동,외국국적동포,외국인주민 총괄(동별),,161,140,170,191,176,175,176
구의3동,기타외국인,외국인주민 총괄(동별),,112,112,145,132,170,142,136
구의3동,한국국적을 취득한 자,외국인주민 총괄(동별),,57,67,58,72,74,83,87
구의3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,48,47,45,52,57,59,71
광장동,합계,외국인주민 총괄(동별),,380,394,359,372,403,376,370
광장동,외국인근로자,외국인주민 총괄(동별),,52,45,29,28,30,26,26
광장동,결혼이민자,외국인주민 총괄(동별),,15,35,36,38,35,37,39
광장동,유학생,외국인주민 총괄(동별),,24,26,33,30,33,28,23
광장동,외국국적동포,외국인주민 총괄(동별),,105,92,96,88,76,72,72
광장동,기타외국인,외국인주민 총괄(동별),,112,127,95,113,153,137,124
광장동,한국국적을 취득한 자,외국인주민 총괄(동별),,20,24,26,22,19,20,27
광장동,외국인주민 자녀(출생),외국인주민 총괄(동별),,52,45,44,53,57,56,59
자양1동,합계,외국인주민 총괄(동별),,"1,834","1,809","1,814","1,933","1,912","1,881","1,814"
자양1동,외국인근로자,외국인주민 총괄(동별),,461,428,331,428,371,304,247
자양1동,결혼이민자,외국인주민 총괄(동별),,106,149,140,133,138,119,109
자양1동,유학생,외국인주민 총괄(동별),,123,96,98,110,102,90,112
자양1동,외국국적동포,외국인주민 총괄(동별),,418,422,529,545,526,585,576
자양1동,기타외국인,외국인주민 총괄(동별),,387,380,376,385,418,405,388
자양1동,한국국적을 취득한 자,외국인주민 총괄(동별),,229,225,224,218,231,257,255
자양1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,110,109,116,114,126,121,127
자양2동,합계,외국인주민 총괄(동별),,612,604,658,724,845,857,763
자양2동,외국인근로자,외국인주민 총괄(동별),,141,114,103,129,140,109,72
자양2동,결혼이민자,외국인주민 총괄(동별),,56,73,70,65,73,81,67
자양2동,유학생,외국인주민 총괄(동별),,18,16,14,11,22,25,12
자양2동,외국국적동포,외국인주민 총괄(동별),,145,142,177,184,194,228,232
자양2동,기타외국인,외국인주민 총괄(동별),,111,116,131,161,224,209,175
자양2동,한국국적을 취득한 자,외국인주민 총괄(동별),,81,82,90,100,107,120,114
자양2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,60,61,73,74,85,85,91
자양3동,합계,외국인주민 총괄(동별),,707,666,856,688,674,665,632
자양3동,외국인근로자,외국인주민 총괄(동별),,147,113,65,76,54,49,41
자양3동,결혼이민자,외국인주민 총괄(동별),,56,61,64,77,74,72,74
자양3동,유학생,외국인주민 총괄(동별),,42,31,37,40,45,33,41
자양3동,외국국적동포,외국인주민 총괄(동별),,137,149,161,142,132,162,155
자양3동,기타외국인,외국인주민 총괄(동별),,145,150,354,169,181,160,143
자양3동,한국국적을 취득한 자,외국인주민 총괄(동별),,97,93,91,100,92,97,86
자양3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,83,69,84,84,96,92,92
자양4동,합계,외국인주민 총괄(동별),,"6,828","6,756","6,703","6,734","6,785","6,372","5,844"
자양4동,외국인근로자,외국인주민 총괄(동별),,"2,473","2,154","1,729","1,896","1,780","1,441","1,096"
자양4동,결혼이민자,외국인주민 총괄(동별),,223,322,301,276,275,184,165
자양4동,유학생,외국인주민 총괄(동별),,440,561,704,705,785,703,700
자양4동,외국국적동포,외국인주민 총괄(동별),,"1,667","1,680","1,908","1,884","1,855","1,956","1,988"
자양4동,기타외국인,외국인주민 총괄(동별),,"1,315","1,372","1,395","1,382","1,511","1,542","1,344"
자양4동,한국국적을 취득한 자,외국인주민 총괄(동별),,551,510,519,449,434,421,416
자양4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,159,157,147,142,145,125,135
동대문구,합계,외국인주민 총괄(동별),,"17,120","18,512","20,374","22,318","23,645","21,834","21,766"
동대문구,외국인근로자,외국인주민 총괄(동별),,"2,518","2,106","1,679","1,780","1,699","1,471","1,235"
동대문구,결혼이민자,외국인주민 총괄(동별),,"1,067","1,235","1,207","1,198","1,212","1,137","1,080"
동대문구,유학생,외국인주민 총괄(동별),,"5,002","6,452","7,738","8,956","9,443","8,070","8,997"
동대문구,외국국적동포,외국인주민 총괄(동별),,"2,267","2,163","2,370","2,364","2,289","2,403","2,365"
동대문구,기타외국인,외국인주민 총괄(동별),,"3,976","4,235","4,948","5,550","6,406","6,143","5,432"
동대문구,한국국적을 취득한 자,외국인주민 총괄(동별),,"1,302","1,331","1,403","1,385","1,397","1,447","1,453"
동대문구,외국인주민 자녀(출생),외국인주민 총괄(동별),,988,990,"1,029","1,085","1,199","1,163","1,204"
회기동,합계,외국인주민 총괄(동별),,"1,787","2,164","2,652","3,073","3,375","2,759","2,693"
회기동,외국인근로자,외국인주민 총괄(동별),,103,98,90,67,77,60,70
회기동,결혼이민자,외국인주민 총괄(동별),,21,29,29,27,22,31,27
회기동,유학생,외국인주민 총괄(동별),,"1,098","1,447","1,664","2,093","2,263","1,704","1,753"
회기동,외국국적동포,외국인주민 총괄(동별),,110,88,82,101,104,92,98
회기동,기타외국인,외국인주민 총괄(동별),,423,457,732,729,849,810,684
회기동,한국국적을 취득한 자,외국인주민 총괄(동별),,15,26,32,30,31,35,39
회기동,외국인주민 자녀(출생),외국인주민 총괄(동별),,17,19,23,26,29,27,22
휘경1동,합계,외국인주민 총괄(동별),,"1,343","1,460","1,745","2,007","2,454","2,237","2,620"
휘경1동,외국인근로자,외국인주민 총괄(동별),,153,139,110,108,112,71,56
휘경1동,결혼이민자,외국인주민 총괄(동별),,45,55,50,43,46,37,38
휘경1동,유학생,외국인주민 총괄(동별),,489,613,902,"1,125","1,424","1,320","1,797"
휘경1동,외국국적동포,외국인주민 총괄(동별),,171,162,163,146,120,103,95
휘경1동,기타외국인,외국인주민 총괄(동별),,368,365,400,475,641,627,548
휘경1동,한국국적을 취득한 자,외국인주민 총괄(동별),,83,83,77,68,61,36,38
휘경1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,34,43,43,42,50,43,48
휘경2동,합계,외국인주민 총괄(동별),,641,645,777,872,"1,099","1,097","1,117"
휘경2동,외국인근로자,외국인주민 총괄(동별),,82,74,65,62,67,63,66
휘경2동,결혼이민자,외국인주민 총괄(동별),,48,53,53,54,57,52,47
휘경2동,유학생,외국인주민 총괄(동별),,147,142,167,280,392,379,444
휘경2동,외국국적동포,외국인주민 총괄(동별),,107,98,122,109,117,105,114
휘경2동,기타외국인,외국인주민 총괄(동별),,146,164,253,248,345,357,295
휘경2동,한국국적을 취득한 자,외국인주민 총괄(동별),,54,63,64,66,61,73,81
휘경2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,57,51,53,53,60,68,70
청량리동,합계,외국인주민 총괄(동별),,"1,170","1,193","1,184","1,181","1,171","1,095",965
청량리동,외국인근로자,외국인주민 총괄(동별),,297,229,175,205,205,175,132
청량리동,결혼이민자,외국인주민 총괄(동별),,103,118,105,111,97,85,64
청량리동,유학생,외국인주민 총괄(동별),,94,150,190,138,115,121,139
청량리동,외국국적동포,외국인주민 총괄(동별),,212,245,253,270,277,273,243
청량리동,기타외국인,외국인주민 총괄(동별),,247,227,238,234,262,236,197
청량리동,한국국적을 취득한 자,외국인주민 총괄(동별),,148,152,149,147,138,130,126
청량리동,외국인주민 자녀(출생),외국인주민 총괄(동별),,69,72,74,76,77,75,64
용신동,합계,외국인주민 총괄(동별),,"2,246","2,274","2,284","2,289","2,428","2,391","2,403"
용신동,외국인근로자,외국인주민 총괄(동별),,583,449,311,340,343,288,241
용신동,결혼이민자,외국인주민 총괄(동별),,167,207,219,197,191,154,158
용신동,유학생,외국인주민 총괄(동별),,155,284,367,374,380,420,523
용신동,외국국적동포,외국인주민 총괄(동별),,493,463,461,473,467,502,489
용신동,기타외국인,외국인주민 총괄(동별),,508,523,559,561,695,658,613
용신동,한국국적을 취득한 자,외국인주민 총괄(동별),,231,230,244,229,231,244,245
용신동,외국인주민 자녀(출생),외국인주민 총괄(동별),,109,118,123,115,121,125,134
제기동,합계,외국인주민 총괄(동별),,"2,036","2,414","2,811","3,052","3,121","2,937","2,789"
제기동,외국인근로자,외국인주민 총괄(동별),,270,242,182,225,216,194,156
제기동,결혼이민자,외국인주민 총괄(동별),,103,110,104,97,106,85,93
제기동,유학생,외국인주민 총괄(동별),,750,"1,137","1,463","1,537","1,508","1,308","1,295"
제기동,외국국적동포,외국인주민 총괄(동별),,236,239,290,272,296,328,321
제기동,기타외국인,외국인주민 총괄(동별),,474,480,558,704,780,798,703
제기동,한국국적을 취득한 자,외국인주민 총괄(동별),,134,139,149,142,137,147,137
제기동,외국인주민 자녀(출생),외국인주민 총괄(동별),,69,67,65,75,78,77,84
전농1동,합계,외국인주민 총괄(동별),,711,757,781,876,914,950,926
전농1동,외국인근로자,외국인주민 총괄(동별),,90,82,75,86,68,68,48
전농1동,결혼이민자,외국인주민 총괄(동별),,85,97,86,95,104,98,92
전농1동,유학생,외국인주민 총괄(동별),,70,92,93,109,135,154,161
전농1동,외국국적동포,외국인주민 총괄(동별),,115,94,117,142,121,144,144
전농1동,기타외국인,외국인주민 총괄(동별),,163,201,202,232,262,251,233
전농1동,한국국적을 취득한 자,외국인주민 총괄(동별),,94,86,94,100,106,113,118
전농1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,94,105,114,112,118,122,130
전농2동,합계,외국인주민 총괄(동별),,778,705,660,682,816,591,627
전농2동,외국인근로자,외국인주민 총괄(동별),,50,35,30,32,25,25,21
전농2동,결혼이민자,외국인주민 총괄(동별),,37,34,36,38,41,41,48
전농2동,유학생,외국인주민 총괄(동별),,278,281,281,294,395,255,302
전농2동,외국국적동포,외국인주민 총괄(동별),,45,38,39,34,36,35,27
전농2동,기타외국인,외국인주민 총괄(동별),,296,259,203,207,237,150,139
전농2동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,28,32,32,35,39,38
전농2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,44,30,39,45,47,46,52
답십리2동,합계,외국인주민 총괄(동별),,899,954,998,"1,034","1,126",625,590
답십리2동,외국인근로자,외국인주민 총괄(동별),,216,167,137,140,135,55,46
답십리2동,결혼이민자,외국인주민 총괄(동별),,83,105,119,124,140,75,74
답십리2동,유학생,외국인주민 총괄(동별),,45,69,60,51,51,48,49
답십리2동,외국국적동포,외국인주민 총괄(동별),,158,149,159,172,158,114,99
답십리2동,기타외국인,외국인주민 총괄(동별),,209,246,281,284,327,140,138
답십리2동,한국국적을 취득한 자,외국인주민 총괄(동별),,108,118,134,144,161,106,101
답십리2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,80,100,108,119,154,87,83
장안1동,합계,외국인주민 총괄(동별),,562,582,578,635,768,"1,111","1,081"
장안1동,외국인근로자,외국인주민 총괄(동별),,113,106,89,90,87,117,106
장안1동,결혼이민자,외국인주민 총괄(동별),,69,85,82,88,106,139,133
장안1동,유학생,외국인주민 총괄(동별),,21,17,15,18,24,54,76
장안1동,외국국적동포,외국인주민 총괄(동별),,71,73,74,85,90,188,181
장안1동,기타외국인,외국인주민 총괄(동별),,129,136,140,165,222,294,264
장안1동,한국국적을 취득한 자,외국인주민 총괄(동별),,71,75,88,87,109,171,162
장안1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,88,90,90,102,130,148,159
장안2동,합계,외국인주민 총괄(동별),,"3,057","3,432","3,908","4,480","4,151",733,729
장안2동,외국인근로자,외국인주민 총괄(동별),,255,244,220,228,172,73,68
장안2동,결혼이민자,외국인주민 총괄(동별),,112,120,120,107,80,109,102
장안2동,유학생,외국인주민 총괄(동별),,"1,697","1,957","2,224","2,606","2,444",25,18
장안2동,외국국적동포,외국인주민 총괄(동별),,234,235,269,245,184,111,106
장안2동,기타외국인,외국인주민 총괄(동별),,561,670,879,"1,125","1,143",183,190
장안2동,한국국적을 취득한 자,외국인주민 총괄(동별),,112,119,120,99,74,114,116
장안2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,86,87,76,70,54,118,129
이문1동,합계,외국인주민 총괄(동별),,659,785,830,849,816,"3,727","3,741"
이문1동,외국인근로자,외국인주민 총괄(동별),,72,69,61,63,49,164,139
이문1동,결혼이민자,외국인주민 총괄(동별),,62,75,63,65,59,84,72
이문1동,유학생,외국인주민 총괄(동별),,102,180,212,210,188,"2,017","2,207"
이문1동,외국국적동포,외국인주민 총괄(동별),,114,96,110,94,88,182,206
이문1동,기타외국인,외국인주민 총괄(동별),,158,224,237,262,271,"1,160",985
이문1동,한국국적을 취득한 자,외국인주민 총괄(동별),,58,57,60,61,69,71,76
이문1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,93,84,87,94,92,49,56
이문2동,합계,외국인주민 총괄(동별),,645,567,604,688,749,844,755
이문2동,외국인근로자,외국인주민 총괄(동별),,147,104,89,80,81,42,25
이문2동,결혼이민자,외국인주민 총괄(동별),,68,65,73,78,80,61,54
이문2동,유학생,외국인주민 총괄(동별),,40,46,58,69,72,193,162
이문2동,외국국적동포,외국인주민 총괄(동별),,109,87,127,123,123,93,94
이문2동,기타외국인,외국인주민 총괄(동별),,136,141,129,179,207,287,259
이문2동,한국국적을 취득한 자,외국인주민 총괄(동별),,80,68,71,84,91,75,73
이문2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,65,56,57,75,95,93,88
답십리1동,합계,외국인주민 총괄(동별),,586,580,562,600,657,737,730
답십리1동,외국인근로자,외국인주민 총괄(동별),,87,68,45,54,62,76,61
답십리1동,결혼이민자,외국인주민 총괄(동별),,64,82,68,74,83,86,78
답십리1동,유학생,외국인주민 총괄(동별),,16,37,42,52,52,72,71
답십리1동,외국국적동포,외국인주민 총괄(동별),,92,96,104,98,108,133,148
답십리1동,기타외국인,외국인주민 총괄(동별),,158,142,137,145,165,192,184
답십리1동,한국국적을 취득한 자,외국인주민 총괄(동별),,86,87,89,96,93,93,103
답십리1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,83,68,77,81,94,85,85
중랑구,합계,외국인주민 총괄(동별),,"8,084","8,081","8,475","9,132","9,785","10,105","9,698"
중랑구,외국인근로자,외국인주민 총괄(동별),,"1,359","1,116",881,998,941,778,661
중랑구,결혼이민자,외국인주민 총괄(동별),,"1,091","1,219","1,181","1,172","1,184","1,151","1,155"
중랑구,유학생,외국인주민 총괄(동별),,317,392,501,604,695,888,831
중랑구,외국국적동포,외국인주민 총괄(동별),,"1,195","1,127","1,330","1,383","1,375","1,549","1,494"
중랑구,기타외국인,외국인주민 총괄(동별),,"1,788","1,916","2,120","2,429","2,896","3,039","2,723"
중랑구,한국국적을 취득한 자,외국인주민 총괄(동별),,"1,111","1,147","1,222","1,274","1,291","1,328","1,395"
중랑구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,223","1,164","1,240","1,272","1,403","1,372","1,439"
면목2동,합계,외국인주민 총괄(동별),,613,617,625,674,686,694,709
면목2동,외국인근로자,외국인주민 총괄(동별),,99,76,63,72,67,64,49
면목2동,결혼이민자,외국인주민 총괄(동별),,91,110,94,95,87,83,88
면목2동,유학생,외국인주민 총괄(동별),,32,25,28,39,40,49,58
면목2동,외국국적동포,외국인주민 총괄(동별),,83,79,103,92,96,99,106
면목2동,기타외국인,외국인주민 총괄(동별),,146,173,167,195,215,221,212
면목2동,한국국적을 취득한 자,외국인주민 총괄(동별),,75,69,76,83,85,88,102
면목2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,87,85,94,98,96,90,94
면목4동,합계,외국인주민 총괄(동별),,483,520,539,579,647,646,627
면목4동,외국인근로자,외국인주민 총괄(동별),,86,74,64,62,56,49,40
면목4동,결혼이민자,외국인주민 총괄(동별),,69,89,74,76,83,69,67
면목4동,유학생,외국인주민 총괄(동별),,***,16,31,31,36,44,40
면목4동,외국국적동포,외국인주민 총괄(동별),,68,72,88,83,81,101,92
면목4동,기타외국인,외국인주민 총괄(동별),,100,125,128,171,209,208,193
면목4동,한국국적을 취득한 자,외국인주민 총괄(동별),,76,81,87,82,93,84,94
면목4동,외국인주민 자녀(출생),외국인주민 총괄(동별),,80,63,67,74,89,91,101
면목5동,합계,외국인주민 총괄(동별),,243,228,234,241,258,270,261
면목5동,외국인근로자,외국인주민 총괄(동별),,33,27,24,29,29,16,13
면목5동,결혼이민자,외국인주민 총괄(동별),,47,44,36,31,29,44,42
면목5동,유학생,외국인주민 총괄(동별),,14,16,11,13,9,10,15
면목5동,외국국적동포,외국인주민 총괄(동별),,23,14,18,27,27,32,23
면목5동,기타외국인,외국인주민 총괄(동별),,50,51,56,58,71,69,60
면목5동,한국국적을 취득한 자,외국인주민 총괄(동별),,30,34,42,42,45,48,49
면목5동,외국인주민 자녀(출생),외국인주민 총괄(동별),,46,42,47,41,48,51,59
면목7동,합계,외국인주민 총괄(동별),,503,489,506,555,593,646,623
면목7동,외국인근로자,외국인주민 총괄(동별),,86,61,54,63,67,52,53
면목7동,결혼이민자,외국인주민 총괄(동별),,55,63,66,54,55,62,72
면목7동,유학생,외국인주민 총괄(동별),,31,39,35,49,50,54,46
면목7동,외국국적동포,외국인주민 총괄(동별),,60,58,80,83,94,111,109
면목7동,기타외국인,외국인주민 총괄(동별),,140,127,129,167,198,231,190
면목7동,한국국적을 취득한 자,외국인주민 총괄(동별),,58,65,69,71,64,69,72
면목7동,외국인주민 자녀(출생),외국인주민 총괄(동별),,73,76,73,68,65,67,81
상봉1동,합계,외국인주민 총괄(동별),,283,274,299,301,356,357,337
상봉1동,외국인근로자,외국인주민 총괄(동별),,52,43,38,42,36,29,27
상봉1동,결혼이민자,외국인주민 총괄(동별),,34,35,39,38,51,53,51
상봉1동,유학생,외국인주민 총괄(동별),,***,7,7,***,5,8,12
상봉1동,외국국적동포,외국인주민 총괄(동별),,44,47,49,48,53,66,63
상봉1동,기타외국인,외국인주민 총괄(동별),,61,52,64,63,87,83,66
상봉1동,한국국적을 취득한 자,외국인주민 총괄(동별),,43,43,41,43,46,45,44
상봉1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,47,61,64,78,73,74
상봉2동,합계,외국인주민 총괄(동별),,636,608,615,642,710,702,664
상봉2동,외국인근로자,외국인주민 총괄(동별),,130,104,89,95,89,68,59
상봉2동,결혼이민자,외국인주민 총괄(동별),,68,74,64,74,73,68,81
상봉2동,유학생,외국인주민 총괄(동별),,45,30,34,36,49,45,35
상봉2동,외국국적동포,외국인주민 총괄(동별),,126,117,137,133,151,153,142
상봉2동,기타외국인,외국인주민 총괄(동별),,111,135,142,154,192,208,185
상봉2동,한국국적을 취득한 자,외국인주민 총괄(동별),,90,87,88,89,86,90,91
상봉2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,66,61,61,61,70,70,71
중화1동,합계,외국인주민 총괄(동별),,322,288,286,328,371,374,375
중화1동,외국인근로자,외국인주민 총괄(동별),,31,25,20,24,19,17,20
중화1동,결혼이민자,외국인주민 총괄(동별),,44,45,43,48,59,57,54
중화1동,유학생,외국인주민 총괄(동별),,8,9,10,5,14,13,16
중화1동,외국국적동포,외국인주민 총괄(동별),,58,32,36,43,41,52,55
중화1동,기타외국인,외국인주민 총괄(동별),,47,52,48,74,90,93,89
중화1동,한국국적을 취득한 자,외국인주민 총괄(동별),,55,61,59,62,63,72,70
중화1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,79,64,70,72,85,70,71
중화2동,합계,외국인주민 총괄(동별),,"1,086","1,047","1,115","1,133","1,054","1,075",999
중화2동,외국인근로자,외국인주민 총괄(동별),,229,181,131,158,145,111,85
중화2동,결혼이민자,외국인주민 총괄(동별),,131,145,152,136,103,99,101
중화2동,유학생,외국인주민 총괄(동별),,23,37,59,49,61,77,70
중화2동,외국국적동포,외국인주민 총괄(동별),,212,202,234,226,189,223,208
중화2동,기타외국인,외국인주민 총괄(동별),,249,252,278,302,303,303,276
중화2동,한국국적을 취득한 자,외국인주민 총괄(동별),,147,135,156,154,149,153,159
중화2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,95,95,105,108,104,109,100
묵1동,합계,외국인주민 총괄(동별),,346,285,327,370,408,427,432
묵1동,외국인근로자,외국인주민 총괄(동별),,21,14,13,17,18,20,18
묵1동,결혼이민자,외국인주민 총괄(동별),,65,52,61,67,74,73,80
묵1동,유학생,외국인주민 총괄(동별),,21,14,7,13,21,27,21
묵1동,외국국적동포,외국인주민 총괄(동별),,46,45,53,61,50,60,55
묵1동,기타외국인,외국인주민 총괄(동별),,72,55,76,75,93,91,85
묵1동,한국국적을 취득한 자,외국인주민 총괄(동별),,52,49,54,62,60,61,62
묵1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,69,56,63,75,92,95,111
묵2동,합계,외국인주민 총괄(동별),,316,357,385,450,470,481,489
묵2동,외국인근로자,외국인주민 총괄(동별),,54,46,49,54,44,42,41
묵2동,결혼이민자,외국인주민 총괄(동별),,39,55,58,71,67,56,55
묵2동,유학생,외국인주민 총괄(동별),,6,7,12,23,33,49,49
묵2동,외국국적동포,외국인주민 총괄(동별),,50,49,60,66,64,74,82
묵2동,기타외국인,외국인주민 총괄(동별),,79,86,87,116,139,132,133
묵2동,한국국적을 취득한 자,외국인주민 총괄(동별),,47,53,62,64,58,64,67
묵2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,41,61,57,56,65,64,62
망우3동,합계,외국인주민 총괄(동별),,392,453,484,543,636,717,637
망우3동,외국인근로자,외국인주민 총괄(동별),,37,31,27,33,31,24,13
망우3동,결혼이민자,외국인주민 총괄(동별),,60,62,74,66,72,77,70
망우3동,유학생,외국인주민 총괄(동별),,28,58,52,64,80,113,100
망우3동,외국국적동포,외국인주민 총괄(동별),,34,35,35,38,38,42,36
망우3동,기타외국인,외국인주민 총괄(동별),,83,131,152,194,250,302,256
망우3동,한국국적을 취득한 자,외국인주민 총괄(동별),,67,68,71,68,75,78,78
망우3동,외국인주민 자녀(출생),외국인주민 총괄(동별),,83,68,73,80,90,81,84
신내1동,합계,외국인주민 총괄(동별),,306,302,313,312,360,365,385
신내1동,외국인근로자,외국인주민 총괄(동별),,30,28,26,23,32,24,27
신내1동,결혼이민자,외국인주민 총괄(동별),,45,55,58,47,57,60,62
신내1동,유학생,외국인주민 총괄(동별),,-,***,5,6,6,8,6
신내1동,외국국적동포,외국인주민 총괄(동별),,27,22,27,30,33,32,36
신내1동,기타외국인,외국인주민 총괄(동별),,65,52,55,64,75,85,72
신내1동,한국국적을 취득한 자,외국인주민 총괄(동별),,45,54,49,53,53,54,61
신내1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,94,89,93,89,104,102,121
신내2동,합계,외국인주민 총괄(동별),,200,200,163,188,207,201,192
신내2동,외국인근로자,외국인주민 총괄(동별),,21,20,16,16,17,18,21
신내2동,결혼이민자,외국인주민 총괄(동별),,34,37,33,41,43,44,48
신내2동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
신내2동,외국국적동포,외국인주민 총괄(동별),,38,32,28,31,35,28,20
신내2동,기타외국인,외국인주민 총괄(동별),,29,29,16,30,37,29,25
신내2동,한국국적을 취득한 자,외국인주민 총괄(동별),,26,29,27,28,31,31,29
신내2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,50,51,40,40,42,47,46
면목본동,합계,외국인주민 총괄(동별),,"1,156","1,205","1,320","1,415","1,545","1,615","1,496"
면목본동,외국인근로자,외국인주민 총괄(동별),,235,210,144,169,167,134,107
면목본동,결혼이민자,외국인주민 총괄(동별),,127,164,148,142,150,129,124
면목본동,유학생,외국인주민 총괄(동별),,44,60,111,146,164,228,203
면목본동,외국국적동포,외국인주민 총괄(동별),,193,195,231,263,240,276,264
면목본동,기타외국인,외국인주민 총괄(동별),,262,274,356,342,455,481,433
